Date,CloseIBOV,CloseDJI,Price,ICB,CarWash
2012-11-06,59459.0,13245.679688,2.0321,17764.02791630898,0
2012-11-07,58517.0,12932.730469,2.0337,17806.66847847016,0
2012-11-08,57524.0,12811.320313,2.0404,17791.62420581062,0
2012-11-09,57358.0,12815.389648,2.0463,17652.185852503215,0
2012-11-12,57064.0,12815.080078,2.051,17722.313391189506,0
2012-11-13,57486.0,12756.179688,2.0583,17544.283020187726,0
2012-11-14,56279.0,12570.950195,2.0669,17581.43599647376,0
2012-11-16,55402.0,12588.30957,2.0842,17621.437083823756,0
2012-11-19,56451.0,12795.959961,2.0762,17804.79788434586,0
2012-11-21,56242.0,12836.889648,2.0988,17843.102588048663,0
2012-11-23,57574.0,13009.530273,2.0816,17665.522056029607,0
2012-11-26,56737.0,12967.370117,2.083,17614.736975687483,0
2012-11-27,56248.0,12878.129883,2.0842,17592.901990539638,0
2012-11-28,56539.0,12985.110352,2.0928,17736.409295321715,0
2012-11-29,57853.0,13021.820313,2.0987,17939.48674351634,0
2012-11-30,57475.0,13025.580078,2.1361,17725.898715999527,0
2012-12-03,58202.0,12965.599609,2.1193,17782.849737140885,0
2012-12-04,57563.0,12951.780273,2.1197,17641.089949748013,0
2012-12-05,57679.0,13034.490234,2.0878,17602.123573099103,0
2012-12-06,57656.0,13074.040039,2.0774,17474.589843213158,0
2012-12-07,58487.0,13155.129883,2.0747,17532.21254471392,0
2012-12-10,59248.0,13169.879883,2.0768,17231.820000208936,0
2012-12-11,59623.0,13248.44043,2.0787,17290.32323821688,0
2012-12-12,59474.0,13245.450195,2.072,17176.08643516439,0
2012-12-13,59317.0,13170.719727,2.0852,17116.202535696815,0
2012-12-14,59605.0,13135.009766,2.0856,17101.752050558953,0
2012-12-17,59567.0,13235.389648,2.0995,17255.866396320336,0
2012-12-18,60461.0,13350.959961,2.089,17104.253269630208,0
2012-12-19,60998.0,13251.969727,2.0716,16997.73513688775,0
2012-12-20,61276.0,13311.719727,2.0694,16869.09546645801,0
2012-12-21,61007.0,13190.839844,2.0783,17022.484902095297,0
2012-12-26,60960.0,13114.589844,2.0491,17051.002254911207,0
2012-12-27,60416.0,13096.30957,2.0434,17027.99396288854,0
2012-12-28,60952.0,12938.110352,2.0475,16931.433901961936,0
2013-01-02,62550.0,13412.549805,2.0452,16862.646956012322,0
2013-01-03,63312.0,13391.360352,2.0459,16729.620506285442,0
