"Date","Price","Open","High","Low","Change %"
"Jul 07, 2017","3.2813","3.2996","3.3068","3.2679","-0.45%"
"Jul 06, 2017","3.2962","3.2886","3.3211","3.2883","0.22%"
"Jul 05, 2017","3.2889","3.3089","3.3314","3.2889","-0.62%"
"Jul 04, 2017","3.3093","3.3018","3.3108","3.2982","0.24%"
"Jul 03, 2017","3.3015","3.3196","3.3246","3.2938","-0.17%"
"Jun 30, 2017","3.3072","3.3049","3.3165","3.2866","0.09%"
"Jun 29, 2017","3.3043","3.2807","3.3150","3.2708","0.73%"
"Jun 28, 2017","3.2805","3.3133","3.3152","3.2788","-1.00%"
"Jun 27, 2017","3.3135","3.2974","3.3347","3.2968","0.52%"
"Jun 26, 2017","3.2963","3.3445","3.3445","3.2950","-1.40%"
"Jun 23, 2017","3.3430","3.3413","3.3443","3.3257","0.01%"
"Jun 22, 2017","3.3425","3.3357","3.3495","3.3226","0.19%"
"Jun 21, 2017","3.3363","3.3258","3.3373","3.3140","0.28%"
"Jun 20, 2017","3.3270","3.2824","3.3439","3.2824","1.35%"
"Jun 19, 2017","3.2828","3.2902","3.3146","3.2801","-0.32%"
"Jun 16, 2017","3.2933","3.2898","3.2973","3.2786","0.56%"
"Jun 15, 2017","3.2750","3.2743","3.2752","3.2743","0.02%"
"Jun 14, 2017","3.2742","3.3150","3.3165","3.2635","-1.24%"
"Jun 13, 2017","3.3154","3.3184","3.3342","3.2974","-0.08%"
"Jun 12, 2017","3.3181","3.2961","3.3266","3.2747","0.64%"
"Jun 09, 2017","3.2971","3.2620","3.2986","3.2561","1.09%"
"Jun 08, 2017","3.2617","3.2699","3.2895","3.2617","-0.24%"
"Jun 07, 2017","3.2695","3.2783","3.2869","3.2652","-0.25%"
"Jun 06, 2017","3.2778","3.2973","3.3020","3.2725","-0.58%"
"Jun 05, 2017","3.2969","3.2462","3.2974","3.2462","1.50%"
"Jun 02, 2017","3.2483","3.2511","3.2597","3.2207","-0.07%"
"Jun 01, 2017","3.2506","3.2273","3.2553","3.2151","0.74%"
"May 31, 2017","3.2266","3.2576","3.2603","3.2245","-0.95%"
"May 30, 2017","3.2577","3.2569","3.2722","3.2544","0.03%"
"May 29, 2017","3.2567","3.2666","3.2771","3.2567","-0.10%"
"May 26, 2017","3.2601","3.2742","3.2761","3.2516","-0.41%"
"May 25, 2017","3.2736","3.2759","3.2992","3.2618","-0.15%"
"May 24, 2017","3.2784","3.2702","3.2885","3.2477","0.24%"
"May 23, 2017","3.2705","3.2666","3.2894","3.2543","0.15%"
"May 22, 2017","3.2656","3.2532","3.3190","3.2519","0.39%"
"May 19, 2017","3.2529","3.3662","3.3718","3.2414","-3.50%"
"May 18, 2017","3.3710","3.1408","3.4136","3.1389","7.43%"
"May 17, 2017","3.1380","3.0953","3.1408","3.0951","1.34%"
"May 16, 2017","3.0964","3.1107","3.1109","3.0873","-0.48%"
"May 15, 2017","3.1113","3.1229","3.1258","3.0960","-0.34%"
"May 12, 2017","3.1218","3.1380","3.1511","3.1164","-0.59%"
"May 11, 2017","3.1403","3.1676","3.1685","3.1370","-0.87%"
"May 10, 2017","3.1678","3.1908","3.1916","3.1523","-0.70%"
"May 09, 2017","3.1902","3.1995","3.1997","3.1780","-0.24%"
"May 08, 2017","3.1980","3.1753","3.2077","3.1753","0.65%"
"May 05, 2017","3.1774","3.1902","3.1960","3.1682","-0.35%"
"May 04, 2017","3.1885","3.1663","3.1956","3.1614","0.74%"
"May 03, 2017","3.1652","3.1515","3.1679","3.1408","0.43%"
"May 02, 2017","3.1517","3.1757","3.1959","3.1460","-0.78%"
"May 01, 2017","3.1765","3.1772","3.1772","3.1765","-0.00%"
"Apr 28, 2017","3.1766","3.1837","3.2149","3.1698","-0.22%"
"Apr 27, 2017","3.1835","3.1721","3.1888","3.1545","0.35%"
"Apr 26, 2017","3.1723","3.1476","3.2085","3.1434","0.80%"
"Apr 25, 2017","3.1471","3.1283","3.1712","3.1275","0.61%"
"Apr 24, 2017","3.1280","3.1506","3.1506","3.1182","-0.64%"
"Apr 21, 2017","3.1482","3.1479","3.1488","3.1479","-0.01%"
"Apr 20, 2017","3.1486","3.1507","3.1705","3.1324","-0.11%"
"Apr 19, 2017","3.1522","3.1075","3.1545","3.1075","1.42%"
"Apr 18, 2017","3.1080","3.0983","3.1239","3.0878","0.31%"
"Apr 17, 2017","3.0985","3.1446","3.1476","3.0930","-1.47%"
"Apr 14, 2017","3.1448","3.1435","3.1452","3.1431","0.01%"
"Apr 13, 2017","3.1444","3.1258","3.1498","3.1145","0.60%"
"Apr 12, 2017","3.1258","3.1383","3.1599","3.1197","-0.36%"
"Apr 11, 2017","3.1372","3.1324","3.1561","3.1256","0.17%"
"Apr 10, 2017","3.1320","3.1466","3.1509","3.1302","-0.45%"
"Apr 07, 2017","3.1462","3.1429","3.1593","3.1183","0.11%"
"Apr 06, 2017","3.1427","3.1195","3.1517","3.1063","0.72%"
"Apr 05, 2017","3.1203","3.0938","3.1261","3.0808","0.85%"
"Apr 04, 2017","3.0939","3.1151","3.1420","3.0924","-0.67%"
"Apr 03, 2017","3.1147","3.1236","3.1355","3.1099","-0.28%"
"Mar 31, 2017","3.1233","3.1481","3.1785","3.1214","-0.84%"
"Mar 30, 2017","3.1496","3.1200","3.1532","3.1178","0.95%"
"Mar 29, 2017","3.1199","3.1414","3.1421","3.1122","-0.68%"
"Mar 28, 2017","3.1412","3.1269","3.1460","3.1233","0.47%"
"Mar 27, 2017","3.1265","3.1084","3.1404","3.1079","0.58%"
"Mar 24, 2017","3.1086","3.1404","3.1515","3.1048","-0.98%"
"Mar 23, 2017","3.1395","3.0873","3.1456","3.0873","1.67%"
"Mar 22, 2017","3.0880","3.0888","3.1102","3.0808","-0.01%"
"Mar 21, 2017","3.0884","3.0724","3.0951","3.0600","0.51%"
"Mar 20, 2017","3.0726","3.0920","3.1160","3.0673","-0.62%"
"Mar 17, 2017","3.0918","3.1191","3.1282","3.0875","-0.86%"
"Mar 16, 2017","3.1185","3.1031","3.1233","3.0925","0.48%"
"Mar 15, 2017","3.1037","3.1680","3.1778","3.0972","-2.05%"
"Mar 14, 2017","3.1685","3.1521","3.1824","3.1501","0.49%"
"Mar 13, 2017","3.1530","3.1387","3.1606","3.1292","0.43%"
"Mar 10, 2017","3.1395","3.1942","3.1966","3.1392","-1.68%"
"Mar 09, 2017","3.1932","3.1627","3.1984","3.1599","0.95%"
"Mar 08, 2017","3.1631","3.1200","3.1812","3.1197","1.40%"
"Mar 07, 2017","3.1195","3.1391","3.1412","3.1119","-0.61%"
"Mar 06, 2017","3.1386","3.1146","3.1394","3.1000","0.73%"
"Mar 03, 2017","3.1158","3.1573","3.1633","3.1120","-1.29%"
"Mar 02, 2017","3.1565","3.0895","3.1590","3.0895","2.15%"
"Mar 01, 2017","3.0900","3.1095","3.1238","3.0900","-0.61%"
"Feb 28, 2017","3.1091","3.1090","3.1091","3.1090","0.00%"
"Feb 27, 2017","3.1090","3.1105","3.1105","3.1085","-0.06%"
"Feb 24, 2017","3.1110","3.0622","3.1195","3.0600","1.68%"
"Feb 23, 2017","3.0595","3.0635","3.0796","3.0519","-0.15%"
"Feb 22, 2017","3.0640","3.0960","3.0989","3.0604","-1.00%"
"Feb 21, 2017","3.0951","3.0862","3.1083","3.0848","0.26%"
"Feb 20, 2017","3.0870","3.1019","3.1074","3.0826","-0.57%"
"Feb 17, 2017","3.1048","3.0871","3.1099","3.0796","0.50%"
"Feb 16, 2017","3.0892","3.0568","3.0905","3.0387","1.04%"
"Feb 15, 2017","3.0575","3.0850","3.0969","3.0545","-0.89%"
"Feb 14, 2017","3.0850","3.1120","3.1283","3.0825","-0.85%"
"Feb 13, 2017","3.1115","3.1141","3.1240","3.1075","-0.13%"
"Feb 10, 2017","3.1157","3.1311","3.1313","3.1061","-0.46%"
"Feb 09, 2017","3.1301","3.1172","3.1334","3.1134","0.40%"
"Feb 08, 2017","3.1175","3.1205","3.1300","3.1125","-0.10%"
"Feb 07, 2017","3.1205","3.1155","3.1369","3.1155","0.14%"
"Feb 06, 2017","3.1160","3.1185","3.1276","3.1050","-0.05%"
"Feb 03, 2017","3.1176","3.1237","3.1389","3.1042","-0.20%"
"Feb 02, 2017","3.1240","3.1290","3.1304","3.1075","-0.18%"
"Feb 01, 2017","3.1295","3.1520","3.1638","3.1275","-0.68%"
"Jan 31, 2017","3.1509","3.1258","3.1566","3.1012","0.76%"
"Jan 30, 2017","3.1270","3.1403","3.1543","3.1138","-0.45%"
"Jan 27, 2017","3.1410","3.1785","3.1827","3.1398","-1.16%"
"Jan 26, 2017","3.1780","3.1702","3.1949","3.1612","0.25%"
"Jan 25, 2017","3.1702","3.1702","3.1702","3.1702","0.00%"
"Jan 24, 2017","3.1702","3.1605","3.1754","3.1583","0.22%"
"Jan 23, 2017","3.1633","3.1690","3.1837","3.1534","-0.18%"
"Jan 20, 2017","3.1690","3.2002","3.2046","3.1689","-0.86%"
"Jan 19, 2017","3.1965","3.2310","3.2350","3.1932","-1.06%"
"Jan 18, 2017","3.2309","3.2151","3.2319","3.2132","0.60%"
"Jan 17, 2017","3.2115","3.2417","3.2417","3.1957","-0.93%"
"Jan 16, 2017","3.2418","3.2234","3.2443","3.2165","0.64%"
"Jan 13, 2017","3.2213","3.1887","3.2242","3.1798","1.04%"
"Jan 12, 2017","3.1881","3.1968","3.1993","3.1522","-0.29%"
"Jan 11, 2017","3.1975","3.1960","3.2313","3.1775","0.04%"
"Jan 10, 2017","3.1961","3.1959","3.2020","3.1808","-0.03%"
"Jan 09, 2017","3.1969","3.2244","3.2317","3.1894","-0.84%"
"Jan 06, 2017","3.2241","3.1972","3.2241","3.1871","0.78%"
"Jan 05, 2017","3.1991","3.2163","3.2294","3.1928","-0.53%"
"Jan 04, 2017","3.2163","3.2517","3.2517","3.2100","-1.50%"
"Jan 03, 2017","3.2652","3.2824","3.2929","3.2466","-0.62%"
"Jan 02, 2017","3.2857","3.2538","3.2887","3.2516","0.95%"
"Dec 30, 2016","3.2547","3.2547","3.2547","3.2547","0.00%"
"Dec 29, 2016","3.2547","3.2825","3.2835","3.2416","-0.91%"
"Dec 28, 2016","3.2845","3.2702","3.2959","3.2630","0.41%"
"Dec 27, 2016","3.2712","3.2775","3.2913","3.2686","-0.18%"
"Dec 26, 2016","3.2770","3.2715","3.2861","3.2642","0.18%"
"Dec 23, 2016","3.2710","3.2870","3.2932","3.2575","-0.50%"
"Dec 22, 2016","3.2875","3.3280","3.3486","3.2861","-1.19%"
"Dec 21, 2016","3.3270","3.3575","3.3575","3.3217","-0.82%"
"Dec 20, 2016","3.3546","3.3655","3.3790","3.3403","-0.31%"
"Dec 19, 2016","3.3650","3.3920","3.4037","3.3605","-0.80%"
"Dec 16, 2016","3.3920","3.3715","3.4126","3.3425","0.67%"
"Dec 15, 2016","3.3695","3.3695","3.4087","3.3625","-0.03%"
"Dec 14, 2016","3.3705","3.3372","3.3732","3.3027","1.05%"
"Dec 13, 2016","3.3355","3.3385","3.3658","3.3178","-0.10%"
"Dec 12, 2016","3.3388","3.3777","3.4087","3.3356","-1.18%"
"Dec 09, 2016","3.3785","3.3765","3.4124","3.3525","0.09%"
"Dec 08, 2016","3.3755","3.3830","3.4179","3.3695","-0.22%"
"Dec 07, 2016","3.3830","3.4080","3.4201","3.3761","-0.73%"
"Dec 06, 2016","3.4080","3.4210","3.4667","3.3941","-0.39%"
"Dec 05, 2016","3.4215","3.4764","3.4819","3.4184","-1.55%"
"Dec 02, 2016","3.4755","3.4705","3.4928","3.4440","0.11%"
"Dec 01, 2016","3.4718","3.3854","3.4814","3.3820","2.59%"
"Nov 30, 2016","3.3842","3.3998","3.4574","3.3766","-0.44%"
"Nov 29, 2016","3.3990","3.3857","3.4154","3.3800","0.39%"
"Nov 28, 2016","3.3859","3.4225","3.4237","3.3823","-1.06%"
"Nov 25, 2016","3.4223","3.3917","3.4687","3.3908","0.91%"
"Nov 24, 2016","3.3915","3.3939","3.4373","3.3820","-0.09%"
"Nov 23, 2016","3.3945","3.3546","3.4213","3.3530","1.18%"
"Nov 22, 2016","3.3550","3.3522","3.3908","3.3283","0.07%"
"Nov 21, 2016","3.3525","3.3838","3.3847","3.3405","-0.92%"
"Nov 18, 2016","3.3835","3.4176","3.4433","3.3715","-1.05%"
"Nov 17, 2016","3.4193","3.4205","3.4531","3.3873","-0.02%"
"Nov 16, 2016","3.4200","3.4400","3.4452","3.4033","-0.59%"
"Nov 15, 2016","3.4404","3.4331","3.4457","3.4320","0.21%"
"Nov 14, 2016","3.4331","3.3932","3.4755","3.3893","1.23%"
"Nov 11, 2016","3.3915","3.3889","3.5086","3.3712","0.15%"
"Nov 10, 2016","3.3864","3.2186","3.3970","3.2095","5.26%"
"Nov 09, 2016","3.2172","3.1695","3.2502","3.1650","1.50%"
"Nov 08, 2016","3.1695","3.2012","3.2163","3.1630","-1.01%"
"Nov 07, 2016","3.2020","3.2348","3.2366","3.1885","-0.98%"
"Nov 04, 2016","3.2337","3.2423","3.2649","3.2169","-0.27%"
"Nov 03, 2016","3.2425","3.2358","3.2565","3.2210","0.20%"
"Nov 02, 2016","3.2359","3.2370","3.2425","3.2355","-0.02%"
"Nov 01, 2016","3.2367","3.1888","3.2553","3.1780","1.49%"
"Oct 31, 2016","3.1893","3.2045","3.2065","3.1638","-0.54%"
"Oct 28, 2016","3.2065","3.1707","3.2078","3.1580","1.15%"
"Oct 27, 2016","3.1701","3.1409","3.1749","3.1285","0.93%"
"Oct 26, 2016","3.1409","3.1142","3.1541","3.1114","0.83%"
"Oct 25, 2016","3.1151","3.1243","3.1380","3.1026","-0.30%"
"Oct 24, 2016","3.1246","3.1515","3.1540","3.1146","-0.84%"
"Oct 21, 2016","3.1511","3.1433","3.1698","3.1376","0.25%"
"Oct 20, 2016","3.1433","3.1699","3.1733","3.1348","-0.83%"
"Oct 19, 2016","3.1697","3.1878","3.1989","3.1641","-0.60%"
"Oct 18, 2016","3.1888","3.2023","3.2075","3.1744","-0.42%"
"Oct 17, 2016","3.2022","3.2066","3.2180","3.1892","-0.09%"
"Oct 14, 2016","3.2051","3.1790","3.2081","3.1647","0.85%"
"Oct 13, 2016","3.1780","3.2021","3.2192","3.1765","-0.77%"
"Oct 12, 2016","3.2025","3.1965","3.2047","3.1957","0.23%"
"Oct 11, 2016","3.1953","3.2064","3.2271","3.1938","-0.35%"
"Oct 10, 2016","3.2065","3.2227","3.2245","3.1985","-0.43%"
"Oct 07, 2016","3.2204","3.2285","3.2429","3.1920","-0.29%"
"Oct 06, 2016","3.2298","3.2193","3.2441","3.2163","0.30%"
"Oct 05, 2016","3.2202","3.2575","3.2616","3.2171","-1.15%"
"Oct 04, 2016","3.2578","3.2094","3.2624","3.2072","1.47%"
"Oct 03, 2016","3.2105","3.2631","3.2640","3.1988","-1.53%"
"Sep 30, 2016","3.2603","3.2594","3.2636","3.2308","0.02%"
"Sep 29, 2016","3.2595","3.2183","3.2707","3.2138","1.33%"
"Sep 28, 2016","3.2167","3.2360","3.2559","3.2133","-0.55%"
"Sep 27, 2016","3.2346","3.2396","3.2486","3.2189","-0.17%"
"Sep 26, 2016","3.2401","3.2445","3.2529","3.2237","-0.15%"
"Sep 23, 2016","3.2450","3.2219","3.2523","3.2018","0.75%"
"Sep 22, 2016","3.2208","3.2064","3.2287","3.1810","0.43%"
"Sep 21, 2016","3.2071","3.2589","3.2605","3.2058","-1.59%"
"Sep 20, 2016","3.2589","3.2733","3.2757","3.2456","-0.43%"
"Sep 19, 2016","3.2731","3.2626","3.2786","3.2519","0.33%"
"Sep 16, 2016","3.2622","3.3020","3.3199","3.2605","-1.22%"
"Sep 15, 2016","3.3024","3.3445","3.3680","3.2926","-1.20%"
"Sep 14, 2016","3.3426","3.3130","3.3503","3.2975","0.87%"
"Sep 13, 2016","3.3138","3.2454","3.3338","3.2433","2.10%"
"Sep 12, 2016","3.2458","3.2723","3.3104","3.2409","-0.85%"
"Sep 09, 2016","3.2735","3.2101","3.2857","3.2101","1.84%"
"Sep 08, 2016","3.2143","3.1924","3.2199","3.1652","0.67%"
"Sep 07, 2016","3.1930","3.1968","3.2032","3.1930","-0.07%"
"Sep 06, 2016","3.1953","3.2828","3.2845","3.1947","-2.68%"
"Sep 05, 2016","3.2833","3.2571","3.2862","3.2473","0.81%"
"Sep 02, 2016","3.2568","3.2590","3.2714","3.2244","-0.04%"
"Sep 01, 2016","3.2582","3.2255","3.2639","3.2184","0.96%"
"Aug 31, 2016","3.2273","3.2414","3.2569","3.2157","-0.45%"
"Aug 30, 2016","3.2419","3.2304","3.2642","3.2182","0.37%"
"Aug 29, 2016","3.2298","3.2655","3.2910","3.2295","-1.09%"
"Aug 26, 2016","3.2655","3.2375","3.2795","3.1895","0.89%"
"Aug 25, 2016","3.2367","3.2254","3.2425","3.2156","0.34%"
"Aug 24, 2016","3.2257","3.2338","3.2506","3.2184","-0.25%"
"Aug 23, 2016","3.2338","3.2018","3.2380","3.1848","1.01%"
"Aug 22, 2016","3.2014","3.2066","3.2277","3.1974","-0.07%"
"Aug 19, 2016","3.2038","3.2400","3.2515","3.2035","-1.10%"
"Aug 18, 2016","3.2393","3.2043","3.2468","3.1999","1.11%"
"Aug 17, 2016","3.2037","3.2014","3.2355","3.1976","0.03%"
"Aug 16, 2016","3.2027","3.1867","3.2070","3.1564","0.52%"
"Aug 15, 2016","3.1862","3.1911","3.1936","3.1561","-0.20%"
"Aug 12, 2016","3.1925","3.1442","3.1950","3.1387","1.51%"
"Aug 11, 2016","3.1450","3.1265","3.1547","3.1221","0.57%"
"Aug 10, 2016","3.1271","3.1450","3.1500","3.1128","-0.59%"
"Aug 09, 2016","3.1456","3.1748","3.1758","3.1278","-0.92%"
"Aug 08, 2016","3.1749","3.1644","3.1904","3.1593","0.28%"
"Aug 05, 2016","3.1660","3.1942","3.2001","3.1602","-0.87%"
"Aug 04, 2016","3.1938","3.2372","3.2403","3.1904","-1.36%"
"Aug 03, 2016","3.2377","3.2577","3.2931","3.2372","-0.60%"
"Aug 02, 2016","3.2571","3.2638","3.2723","3.2370","-0.24%"
"Aug 01, 2016","3.2649","3.2486","3.2765","3.2465","0.50%"
"Jul 29, 2016","3.2486","3.2899","3.2928","3.2283","-1.23%"
"Jul 28, 2016","3.2892","3.2633","3.2992","3.2539","0.78%"
"Jul 27, 2016","3.2637","3.2760","3.2959","3.2595","-0.40%"
"Jul 26, 2016","3.2768","3.2855","3.2946","3.2652","-0.28%"
"Jul 25, 2016","3.2860","3.2568","3.2985","3.2558","0.91%"
"Jul 22, 2016","3.2565","3.2721","3.2965","3.2535","-0.48%"
"Jul 21, 2016","3.2722","3.2596","3.2896","3.2428","0.40%"
"Jul 20, 2016","3.2591","3.2481","3.2637","3.2378","0.31%"
"Jul 19, 2016","3.2490","3.2529","3.2851","3.2480","-0.13%"
"Jul 18, 2016","3.2532","3.2772","3.2840","3.2460","-0.88%"
"Jul 15, 2016","3.2820","3.2531","3.2857","3.2431","0.95%"
"Jul 14, 2016","3.2511","3.2641","3.2671","3.2171","-0.39%"
"Jul 13, 2016","3.2637","3.2961","3.3085","3.2637","-0.98%"
"Jul 12, 2016","3.2960","3.3110","3.3125","3.2654","-0.40%"
"Jul 11, 2016","3.3094","3.2996","3.3198","3.2917","0.27%"
"Jul 08, 2016","3.3006","3.3678","3.3694","3.2824","-2.00%"
"Jul 07, 2016","3.3678","3.3316","3.3719","3.3211","1.14%"
"Jul 06, 2016","3.3300","3.3022","3.3437","3.2980","0.84%"
"Jul 05, 2016","3.3024","3.2688","3.3060","3.2687","1.01%"
"Jul 04, 2016","3.2695","3.2329","3.2699","3.2294","1.03%"
"Jul 01, 2016","3.2361","3.2136","3.2492","3.1967","0.71%"
"Jun 30, 2016","3.2134","3.2221","3.2477","3.1826","-0.27%"
"Jun 29, 2016","3.2220","3.3030","3.3086","3.2183","-2.45%"
"Jun 28, 2016","3.3029","3.3923","3.3955","3.2995","-2.64%"
"Jun 27, 2016","3.3926","3.3722","3.4164","3.3658","0.55%"
"Jun 24, 2016","3.3739","3.3376","3.4507","3.3318","1.05%"
"Jun 23, 2016","3.3390","3.3767","3.3805","3.3371","-1.13%"
"Jun 22, 2016","3.3770","3.4162","3.4178","3.3678","-1.14%"
"Jun 21, 2016","3.4158","3.3939","3.4169","3.3552","0.63%"
"Jun 20, 2016","3.3945","3.4174","3.4177","3.3748","-0.64%"
"Jun 17, 2016","3.4163","3.4661","3.4664","3.4147","-1.44%"
"Jun 16, 2016","3.4661","3.4740","3.5110","3.4614","-0.23%"
"Jun 15, 2016","3.4741","3.4809","3.5021","3.4455","-0.20%"
"Jun 14, 2016","3.4812","3.4830","3.5162","3.4573","-0.04%"
"Jun 13, 2016","3.4827","3.4200","3.4888","3.4139","1.87%"
"Jun 10, 2016","3.4188","3.3994","3.4486","3.3960","0.52%"
"Jun 09, 2016","3.4010","3.3629","3.4067","3.3566","1.13%"
"Jun 08, 2016","3.3630","3.4426","3.4465","3.3599","-2.30%"
"Jun 07, 2016","3.4421","3.4896","3.5141","3.4412","-1.36%"
"Jun 06, 2016","3.4896","3.5276","3.5295","3.4851","-0.98%"
"Jun 03, 2016","3.5240","3.5914","3.5947","3.5215","-1.91%"
"Jun 02, 2016","3.5926","3.6014","3.6157","3.5774","-0.22%"
"Jun 01, 2016","3.6007","3.6091","3.6363","3.5766","-0.29%"
"May 31, 2016","3.6111","3.5705","3.6383","3.5539","1.11%"
"May 30, 2016","3.5713","3.6123","3.6167","3.5688","-1.12%"
"May 27, 2016","3.6116","3.5835","3.6303","3.5803","0.81%"
"May 26, 2016","3.5825","3.5841","3.5857","3.5772","-0.03%"
"May 25, 2016","3.5836","3.5705","3.6218","3.5514","0.34%"
"May 24, 2016","3.5713","3.5727","3.5903","3.5427","-0.04%"
"May 23, 2016","3.5728","3.5200","3.5894","3.5127","1.49%"
"May 20, 2016","3.5202","3.5640","3.5663","3.5162","-1.24%"
"May 19, 2016","3.5644","3.5681","3.6197","3.5516","-0.11%"
"May 18, 2016","3.5683","3.4890","3.5703","3.4867","2.28%"
"May 17, 2016","3.4888","3.5005","3.5300","3.4827","-0.32%"
"May 16, 2016","3.5001","3.5322","3.5366","3.4957","-0.96%"
"May 13, 2016","3.5340","3.4860","3.5345","3.4645","1.39%"
"May 12, 2016","3.4855","3.4524","3.5068","3.4356","0.95%"
"May 11, 2016","3.4528","3.4770","3.4835","3.4404","-0.66%"
"May 10, 2016","3.4758","3.5160","3.5173","3.4628","-1.15%"
"May 09, 2016","3.5164","3.5021","3.6766","3.4918","0.40%"
"May 06, 2016","3.5023","3.5357","3.5741","3.4946","-0.92%"
"May 05, 2016","3.5349","3.5470","3.5518","3.5065","-0.35%"
"May 04, 2016","3.5473","3.5568","3.5734","3.5259","-0.35%"
"May 03, 2016","3.5599","3.5008","3.5835","3.4989","1.68%"
"May 02, 2016","3.5011","3.4354","3.5088","3.4331","1.90%"
"Apr 29, 2016","3.4358","3.4882","3.4977","3.4289","-1.49%"
"Apr 28, 2016","3.4878","3.5259","3.5288","3.4806","-1.10%"
"Apr 27, 2016","3.5267","3.5278","3.5562","3.5112","-0.08%"
"Apr 26, 2016","3.5297","3.5584","3.5594","3.5174","-0.73%"
"Apr 25, 2016","3.5558","3.5657","3.5711","3.5396","-0.25%"
"Apr 22, 2016","3.5646","3.5379","3.6007","3.5256","0.73%"
"Apr 21, 2016","3.5386","3.5300","3.5386","3.5237","0.25%"
"Apr 20, 2016","3.5299","3.5310","3.5681","3.5247","-0.12%"
"Apr 19, 2016","3.5341","3.6150","3.6171","3.5244","-2.25%"
"Apr 18, 2016","3.6155","3.5318","3.6188","3.4717","2.33%"
"Apr 15, 2016","3.5332","3.4813","3.5602","3.4674","1.42%"
"Apr 14, 2016","3.4838","3.4983","3.5341","3.4581","-0.41%"
"Apr 13, 2016","3.4983","3.4886","3.5644","3.4712","0.16%"
"Apr 12, 2016","3.4928","3.4908","3.5633","3.4773","0.01%"
"Apr 11, 2016","3.4924","3.5873","3.5922","3.4871","-2.72%"
"Apr 08, 2016","3.5901","3.6901","3.6921","3.5875","-2.72%"
"Apr 07, 2016","3.6905","3.6415","3.7200","3.6391","1.35%"
"Apr 06, 2016","3.6413","3.6812","3.7105","3.6335","-1.07%"
"Apr 05, 2016","3.6805","3.6228","3.6865","3.6193","1.56%"
"Apr 04, 2016","3.6240","3.5534","3.6301","3.5468","1.98%"
"Apr 01, 2016","3.5538","3.5908","3.6238","3.5354","-1.10%"
"Mar 31, 2016","3.5935","3.6012","3.6345","3.5323","-0.19%"
"Mar 30, 2016","3.6002","3.6387","3.6505","3.5972","-1.06%"
"Mar 29, 2016","3.6386","3.6272","3.6771","3.6226","0.30%"
"Mar 28, 2016","3.6278","3.6864","3.6885","3.6208","-1.51%"
"Mar 25, 2016","3.6835","3.6772","3.6840","3.6764","0.17%"
"Mar 24, 2016","3.6771","3.6856","3.7226","3.6771","-0.23%"
"Mar 23, 2016","3.6854","3.5818","3.6875","3.5772","2.91%"
"Mar 22, 2016","3.5812","3.6174","3.6524","3.5744","-1.01%"
"Mar 21, 2016","3.6178","3.6254","3.6497","3.5998","-0.17%"
"Mar 18, 2016","3.6240","3.6265","3.6760","3.5732","-0.07%"
"Mar 17, 2016","3.6267","3.7420","3.7450","3.6029","-3.09%"
"Mar 16, 2016","3.7422","3.7651","3.8533","3.7310","-0.62%"
"Mar 15, 2016","3.7656","3.6625","3.7814","3.6543","2.83%"
"Mar 14, 2016","3.6618","3.5827","3.6631","3.5768","2.23%"
"Mar 11, 2016","3.5820","3.6213","3.6692","3.5725","-1.09%"
"Mar 10, 2016","3.6215","3.6850","3.7102","3.6086","-1.72%"
"Mar 09, 2016","3.6849","3.7558","3.7572","3.6805","-1.88%"
"Mar 08, 2016","3.7556","3.7841","3.8037","3.7330","-0.72%"
"Mar 07, 2016","3.7830","3.7588","3.7981","3.7353","0.63%"
"Mar 04, 2016","3.7593","3.7982","3.8002","3.6537","-1.05%"
"Mar 03, 2016","3.7991","3.8945","3.8995","3.7773","-2.42%"
"Mar 02, 2016","3.8932","3.9278","3.9429","3.8847","-0.87%"
"Mar 01, 2016","3.9275","4.0172","4.0227","3.9265","-2.23%"
"Feb 29, 2016","4.0171","3.9948","4.0244","3.9507","0.60%"
"Feb 26, 2016","3.9933","3.9552","4.0183","3.9310","0.94%"
"Feb 25, 2016","3.9560","3.9590","3.9675","3.9213","-0.08%"
"Feb 24, 2016","3.9591","3.9584","4.0099","3.9474","0.06%"
"Feb 23, 2016","3.9569","3.9478","3.9819","3.9388","0.24%"
"Feb 22, 2016","3.9473","4.0214","4.0242","3.9306","-1.84%"
"Feb 19, 2016","4.0214","4.0274","4.0682","4.0138","-0.17%"
"Feb 18, 2016","4.0284","3.9856","4.0553","3.9705","1.09%"
"Feb 17, 2016","3.9851","4.0709","4.0750","3.9672","-2.14%"
"Feb 16, 2016","4.0723","4.0071","4.0791","3.9882","1.66%"
"Feb 15, 2016","4.0060","4.0027","4.0063","3.9765","0.08%"
"Feb 12, 2016","4.0027","3.9946","4.0073","3.9667","0.20%"
"Feb 11, 2016","3.9946","3.9284","4.0164","3.9240","1.68%"
"Feb 10, 2016","3.9285","3.8844","3.9507","3.8820","1.10%"
"Feb 09, 2016","3.8856","3.8970","3.8996","3.8831","-0.25%"
"Feb 08, 2016","3.8954","3.9037","3.9045","3.8938","-0.21%"
"Feb 05, 2016","3.9035","3.8897","3.9298","3.8603","0.35%"
"Feb 04, 2016","3.8897","3.8957","3.9061","3.8453","-0.15%"
"Feb 03, 2016","3.8954","3.9893","3.9957","3.8948","-2.36%"
"Feb 02, 2016","3.9895","3.9627","4.0220","3.9608","0.67%"
